Document,Title,Type,Organization,Org Abbreviation,Statement.Year,Statement.Month,Statement.Day,Statement.Individual,Retrieval Date (YYMMDD),url or source
180220.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,18,2,20,,,telegram
180311.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,18,3,11,,,telegram
180322.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,18,3,22,,,telegram
180404.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,18,4,4,,,telegram
180407.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,18,4,7,,,telegram
180408.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,18,4,8,,,telegram
180415.txt,To do,Statement,Hayat Tahrir al-Sham,HTS,18,4,15,,,telegram
130212 (AaS),,Statement,Ahrar al-Sham,AaS,13,2,12,,161125,https://web.archive.org/web/20140604010707/http://ahraralsham.net/?p=232
130430 (AaS),,Statement,Ahrar al-Sham,AaS,13,4,30,,161125,https://web.archive.org/web/20140604010755/http://ahraralsham.net/?p=1278
130519 (AaS),,Statement,Ahrar al-Sham,AaS,13,5,19,,161125,https://web.archive.org/web/20140603105258/http://ahraralsham.net/?p=1487
130622 (AaS),,Statement,Ahrar al-Sham,AaS,13,6,21,,161125,https://web.archive.org/web/20140604010739/http://ahraralsham.net/?p=1790
130811 (AaS),,Statement,Ahrar al-Sham,AaS,13,8,11,,161125,https://web.archive.org/web/20140603105200/http://ahraralsham.net/?p=2169
130918 (AaS),,Statement,Ahrar al-Sham,AaS,13,9,18,,161125,https://web.archive.org/web/20140603105728/http://ahraralsham.net/?p=2724
130930 (AaS),,Statement,Ahrar al-Sham,AaS,13,9,30,,161125,https://web.archive.org/web/20140604010640/http://ahraralsham.net/?p=2857
131003 (AaS),,Statement,Ahrar al-Sham,AaS,13,10,3,,161125,https://web.archive.org/web/20140604010226/http://ahraralsham.net/?p=2941
131010 (AaS),,Statement,Ahrar al-Sham,AaS,13,10,10,,161125,https://web.archive.org/web/20140604010236/http://ahraralsham.net/?p=3092
131014a (AaS),,Statement,Ahrar al-Sham,AaS,13,10,14,,161125,https://web.archive.org/web/20140604010351/http://ahraralsham.net/?p=3155
131014b (AaS),,Statement,Ahrar al-Sham,AaS,13,10,14,,161125,https://web.archive.org/web/20140603111616/http://ahraralsham.net/?p=3165
131111 (AaS),,Statement,Ahrar al-Sham,AaS,13,11,11,,161125,https://web.archive.org/web/20140604010202/http://ahraralsham.net/?p=3749
131130 (AaS),,Statement,Ahrar al-Sham,AaS,13,11,30,,161125,https://web.archive.org/web/20140630180627/http://ahraralsham.net/?p=4002
140315 (AaS),,Statement,Ahrar al-Sham,AaS,14,3,15,,161125,https://web.archive.org/web/20140331094403/http://ahraralsham.net/?p=6985
141029 (AaS),,Statement,Ahrar al-Sham,AaS,14,10,29,,,
141106 (AaS),,Statement,Ahrar al-Sham,AaS,14,11,6,,,
141117 (AaS),,Statement,Ahrar al-Sham,AaS,14,11,17,,,
150130 (AaS),,Statement,Ahrar al-Sham,AaS,15,1,30,,,
150227 (AaS),,Statement,Ahrar al-Sham,AaS,15,2,27,,,
150306 (AaS),,Statement,Ahrar al-Sham,AaS,15,3,6,,,
150326 (AaS),,Statement,Ahrar al-Sham,AaS,15,3,26,,,
150418 (AaS),,Statement,Ahrar al-Sham,AaS,15,4,18,,,
150612 (AaS),,Statement,Ahrar al-Sham,AaS,15,6,12,,,
150627 (AaS),,Statement,Ahrar al-Sham,AaS,15,6,27,,,
140723 (AaS),,Statement,Ahrar al-Sham,AaS,14,7,23,,,
150805 (AaS),,Statement,Ahrar al-Sham,AaS,15,8,5,,,
150824a (AaS),,Statement,Ahrar al-Sham,AaS,15,8,24,,,
150824b (AaS),,Statement,Ahrar al-Sham,AaS,15,8,24,,,
150824c (AaS),,Statement,Ahrar al-Sham,AaS,15,8,24,,,
150912 (AaS),,Statement,Ahrar al-Sham,AaS,15,9,12,,,
151108 (AaS),,Statement,Ahrar al-Sham,AaS,15,11,8,,,
151210 (AaS),,Statement,Ahrar al-Sham,AaS,15,12,10,,,
160226 (AaS),,Statement,Ahrar al-Sham,AaS,16,2,26,,,
160416 (AaS),,Statement,Ahrar al-Sham,AaS,16,4,16,,,
160428 (AaS),,Statement,Ahrar al-Sham,AaS,16,4,28,,,
160716 (AaS),,Statement,Ahrar al-Sham,AaS,16,7,16,,,
160721 (AaS),,Statement,Ahrar al-Sham,AaS,16,7,21,,,
AaS Allied Bombardment Civilians,بيان بشأن القصف العشوائي لمدينة منبج من قبل قوات التحالف,Statement,Ahrar al-Sham,AaS,16,7,19,,160809,http://ahraralsham.net/ar/news/193/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A7%D9%84%D9%82%D8%B5%D9%81-%D8%A7%D9%84%D8%B9%D8%B4%D9%88%D8%A7%D8%A6%D9%8A-%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D9%85%D9%86%D8%A8%D8%AC-%D9%85%D9%86-%D9%82%D8%A8%D9%84-%D9%82%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%81
AaS Ataturk Airport Attack,بيان تعــزية بالتفجيرات التي ضربت مطار أتاتورك,Statement,Ahrar al-Sham,AaS,16,6,29,,160809,http://ahraralsham.net/ar/news/117/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%AA%D8%B9%D9%80%D9%80%D8%B2%D9%8A%D8%A9-%D8%A8%D8%A7%D9%84%D8%AA%D9%81%D8%AC%D9%8A%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%8A-%D8%B6%D8%B1%D8%A8%D8%AA-%D9%85%D8%B7%D8%A7%D8%B1-%D8%A3%D8%AA%D8%A7%D8%AA%D9%88%D8%B1%D9%83
AaS Attack Medina,بيان حول الاعتداءات الغادرة على مدينة الرسول صلى الله عليه وسلم,Statement,Ahrar al-Sham,AaS,16,7,5,,160809,http://ahraralsham.net/ar/news/128/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%AD%D9%88%D9%84-%D8%A7%D9%84%D8%A7%D8%B9%D8%AA%D8%AF%D8%A7%D8%A1%D8%A7%D8%AA-%D8%A7%D9%84%D8%BA%D8%A7%D8%AF%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%84-%D8%B5%D9%84%D9%89-%D8%A7%D9%84%D9%84%D9%87-%D8%B9%D9%84%D9%8A%D9%87-%D9%88%D8%B3%D9%84%D9%85
AaS Bombardment Refugee Camp,بيان بشأن قصف مخيمات اللاجئين في منطقة سرمدا من قبل النظام الأسدي,Statement,Ahrar al-Sham,AaS,16,5,5,,160809,http://ahraralsham.net/ar/news/47/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%A8%D8%B4%D8%A3%D9%86-%D9%82%D8%B5%D9%81-%D9%85%D8%AE%D9%8A%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%B3%D8%B1%D9%85%D8%AF%D8%A7-%D9%85%D9%86-%D9%82%D8%A8%D9%84-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%A3%D8%B3%D8%AF%D9%8A
AaS Clarification Amnesty International Report,بيان توضيحي بشأن تقرير منظمة العفو الدولية,Statement,Ahrar al-Sham,AaS,16,7,13,,160809,http://ahraralsham.net/ar/news/162/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%AA%D9%88%D8%B6%D9%8A%D8%AD%D9%8A-%D8%A8%D8%B4%D8%A3%D9%86-%D8%AA%D9%82%D8%B1%D9%8A%D8%B1-%D9%85%D9%86%D8%B8%D9%85%D8%A9-%D8%A7%D9%84%D8%B9%D9%81%D9%88-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9-1
AaS Clarifications Negotiator Assad,توضيح بشأن تصريحات رئيس وفد تفاوض النظام الأسدي,Statement,Ahrar al-Sham,AaS,16,4,18,,160809,http://ahraralsham.net/ar/news/29/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%AA%D9%88%D8%B6%D9%8A%D8%AD-%D8%A8%D8%B4%D8%A3%D9%86-%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD%D8%A7%D8%AA-%D8%B1%D8%A6%D9%8A%D8%B3-%D9%88%D9%81%D8%AF-%D8%AA%D9%81%D8%A7%D9%88%D8%B6-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%A3%D8%B3%D8%AF%D9%8A
AaS Creation Fustat Army,بيان بخصوص إعلان تشكيل جيش الفسطاط,Statement,Ahrar al-Sham,AaS,16,3,15,,160809,http://ahraralsham.net/ar/news/34/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%A8%D8%AE%D8%B5%D9%88%D8%B5-%D8%A5%D8%B9%D9%84%D8%A7%D9%86-%D8%AA%D8%B4%D9%83%D9%8A%D9%84-%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D9%81%D8%B3%D8%B7%D8%A7%D8%B7
AaS Daraya Attack,بيان بشأن الهجمة على مدينة داريا و المدن المحاصرة,Statement,Ahrar al-Sham,AaS,16,5,23,,160809,http://ahraralsham.net/ar/news/64/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A7%D9%84%D9%87%D8%AC%D9%85%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%AF%D8%A7%D8%B1%D9%8A%D8%A7-%D9%88-%D8%A7%D9%84%D9%85%D8%AF%D9%86-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B5%D8%B1%D8%A9
AaS Fatah alSham,بيان ترحيب بفك الارتباط بتنظيم القاعدة و إعلان جبهة فتح الشام,Statement,Ahrar al-Sham,AaS,16,7,29,,160809,http://ahraralsham.net/ar/news/279/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%AA%D8%B1%D8%AD%D9%8A%D8%A8-%D8%A8%D9%81%D9%83-%D8%A7%D9%84%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7-%D8%A8%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D8%A7%D9%84%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D9%88-%D8%A5%D8%B9%D9%84%D8%A7%D9%86-%D8%AC%D8%A8%D9%87%D8%A9-%D9%81%D8%AA%D8%AD-%D8%A7%D9%84%D8%B4%D8%A7%D9%85
AaS Hudna Ghuta Sharqiya,بيان بشأن إتفاق الهدنة في الغوطة الشرقية,Statement,Ahrar al-Sham,AaS,16,5,4,,160809,http://ahraralsham.net/ar/news/46/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A5%D8%AA%D9%81%D8%A7%D9%82-%D8%A7%D9%84%D9%87%D8%AF%D9%86%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D9%88%D8%B7%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9
AaS Idlib Repression Protests,بيان بخصوص حادثة قمع مظاهرات إدلب,Statement,Ahrar al-Sham,AaS,16,3,7,,160809,http://ahraralsham.net/ar/news/35/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%A8%D8%AE%D8%B5%D9%88%D8%B5-%D8%AD%D8%A7%D8%AF%D8%AB%D8%A9-%D9%82%D9%85%D8%B9-%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A7%D8%AA-%D8%A5%D8%AF%D9%84%D8%A8
AaS International Pressure on Syrian Revolution,بيان حول الضغوط الدولية على قوى الثورة السورية,Statement,Ahrar al-Sham,AaS,16,1,25,,160809,http://ahraralsham.net/ar/news/38/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85---%D8%A8%D9%8A%D8%A7%D9%86-%D8%AD%D9%88%D9%84-%D8%A7%D9%84%D8%B6%D8%BA%D9%88%D8%B7-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D9%82%D9%88%D9%89-%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9
AaS Istishad Zahran Alloush,بيان تعزية بشهيد الشام وغوطتها القائد محمد زهران علوش,Statement,Ahrar al-Sham,AaS,15,12,15,,160809,http://ahraralsham.net/ar/news/40/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85---%D8%A8%D9%8A%D8%A7%D9%86-%D8%AA%D8%B9%D8%B2%D9%8A%D8%A9-%D8%A8%D8%B4%D9%87%D9%8A%D8%AF-%D8%A7%D9%84%D8%B4%D8%A7%D9%85-%D9%88%D8%BA%D9%88%D8%B7%D8%AA%D9%87%D8%A7-%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D8%AF-%D9%85%D8%AD%D9%85%D8%AF-%D8%B2%D9%87%D8%B1%D8%A7%D9%86-%D8%B9%D9%84%D9%88%D8%B4
AaS Killing Syrian Civilians Turkish Border,بيان حول حادثة قتل مدنيين سوريين على الحدود التركية,Statement,Ahrar al-Sham,AaS,16,6,19,,160809,http://ahraralsham.net/ar/news/109/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%AD%D9%88%D9%84-%D8%AD%D8%A7%D8%AF%D8%AB%D8%A9-%D9%82%D8%AA%D9%84-%D9%85%D8%AF%D9%86%D9%8A%D9%8A%D9%86-%D8%B3%D9%88%D8%B1%D9%8A%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A%D8%A9
Aas Reaction to JaN,بيان حول بيان الإدارة العامة للخدمات “جبهة النصرة” رقم (388),Statement,Ahrar al-Sham,AaS,16,4,7,,160809,http://ahraralsham.net/ar/news/31/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%AD%D9%88%D9%84-%D8%A8%D9%8A%D8%A7%D9%86-%D8%A7%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D9%84%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%E2%80%9C%D8%AC%D8%A8%D9%87%D8%A9-%D8%A7%D9%84%D9%86%D8%B5%D8%B1%D8%A9%E2%80%9D-%D8%B1%D9%82%D9%85-388
AaS Turkey Ankara Attack,بيان تعزية للشعب التركي بضحايا تفجير أنقرة الآثم,Statement,Ahrar al-Sham,AaS,16,2,18,,160809,http://ahraralsham.net/ar/news/37/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85--%D8%A8%D9%8A%D8%A7%D9%86-%D8%AA%D8%B9%D8%B2%D9%8A%D8%A9-%D9%84%D9%84%D8%B4%D8%B9%D8%A8-%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A-%D8%A8%D8%B6%D8%AD%D8%A7%D9%8A%D8%A7-%D8%AA%D9%81%D8%AC%D9%8A%D8%B1-%D8%A3%D9%86%D9%82%D8%B1%D8%A9-%D8%A7%D9%84%D8%A2%D8%AB%D9%85
AaS Turkey Istanbul Attack,بيان بشأن التفجير الإرهابي في مدينة اسطنبول,Statement,Ahrar al-Sham,AaS,16,1,12,,160809,http://ahraralsham.net/ar/news/39/%D8%A3%D8%AD%D8%B1%D8%A7%D8%B1%D8%A7%D9%84%D8%B4%D8%A7%D9%85---%D8%A8%D9%8A%D8%A7%D9%86-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A7%D9%84%D8%AA%D9%81%D8%AC%D9%8A%D8%B1-%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%D9%8A-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D8%B3%D8%B7%D9%86%D8%A8%D9%88%D9%84
IF Statement 2014,حول مقتل القيادي د.حسين السليمان,Statement,Ahrar al-Sham,AaS,14,1,1,,160810,https://justpaste.it/abo_rayan_statement
SIF Founding Charter,ميثاق الجبهة الإسلامية السورية,Charter,Ahrar al-Sham,AaS,12,12,20,,160810,https://docs.google.com/document/d/1fACS9tltlmZDmomlB1ZtiJLZaAckWOT0yhtRwoskgIE/edit?pli=1
SIF second Anniversary,بمناسبة الذكرى الثانية للثورة السورية ,Anniversary,Ahrar al-Sham,AaS,13,3,14,,160630,https://www.paldf.net/forum/showthread.php?t=1088279&page=16
160729 (AaS),,Statement,Ahrar al-Sham,AaS,16,7,29,,,
140127 (AaS),,Statement,Ahrar al-Sham,AaS,14,1,27,,,
130504 (AaS),,Statement,Ahrar al-Sham,AaS,13,5,4,,,
131212 (AaS),,Statement,Ahrar al-Sham,AaS,13,12,12,,,
160912 (AaS),,Statement,Ahrar al-Sham,AaS,16,9,12,,,
130307 (AaS),,Statement,Ahrar al-Sham,AaS,13,3,7,,,
161129 (AaS),,Statement,Ahrar al-Sham,AaS,16,11,29,,170322,https://web.telegram.org/#/im?p=@ahrar_news
151116 (AaS),,Statement,Ahrar al-Sham,AaS,15,11,16,,170322,https://web.telegram.org/#/im?p=@ahrar_news
151127 (AaS),,Statement,Ahrar al-Sham,AaS,15,11,27,,170322,https://web.telegram.org/#/im?p=@ahrar_news
170315 (AaS),بيان حول تفجيرات دمشق الإرهابية,Statement,Ahrar al-Sham,AaS,17,3,15,,170322,http://ahraralsham.net/statement-15-3-2017/
170317 (AaS),بيان حول مجزرة “مسجد عمر بن الخطاب” في الجينة بريف حلب الغربي,Statement,Ahrar al-Sham,AaS,17,3,17,,170322,http://ahraralsham.net/sstatement-17-3-2017/
170306 (AaS) ,بيان حول بغي هيئة تحرير الشام,Statement,Ahrar al-Sham,AaS,17,3,6,,170322,http://ahraralsham.net/statement-6-3-2016/
170228 (AaS),بيان تشكيل لواء أسود الإسلام العامل في منطقة أبو الضهور وما حولها,Statement,Ahrar al-Sham,AaS,17,2,28,,170322,http://ahraralsham.net/statement-28-2-2017/
170124 (AaS),,Statement,Ahrar al-Sham,AaS,17,1,24,,170322,https://web.telegram.org/#/im?p=@ahrar_news
170511 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,5,11,,,
170511b (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,5,11,,,
170516 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,5,16,,,
170612 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,6,12,,,
170623 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,6,23,,,
170707a (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,7,7,,,
170713 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,7,13,,,
170715 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,7,15,,,
170715a (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,7,15,,,
170717 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,7,17,,,
170719 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,7,19,,,
170720 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,7,20,,,
170721 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,7,21,,,
170802 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,8,2,,,
170806 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,8,6,,,
170807 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,8,7,,,
170807b (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,8,7,,,
170812 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,8,12,,,
170831 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,8,31,,,
170925 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,9,25,,,
171109 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,11,9,,,
171114 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,11,14,,,
171115 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,11,15,,,
171117 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,11,17,,,
171121 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,11,21,,,
180107 (AaS).txt,,Statement,Ahrar al-Sham,AaS,17,1,7,,,
170909 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,9,9,,200421,https://web.archive.org/web/20171128164658/http://ikhwansyria.com/2017/09/%d8%b9%d9%84%d9%89-%d8%b6%d9%88%d8%a1-%d8%a7%d9%84%d9%85%d8%b3%d8%aa%d8%ac%d8%af%d8%a7%d8%aa-%d8%aa%d8%a3%d9%83%d9%8a%d8%af%d8%a7%d8%aa-%d9%88%d8%a7%d9%84%d8%aa%d8%b2%d8%a7%d9%85%d8%a7%d8%aa/
170916 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,9,16,,200421,https://web.archive.org/web/20171128164648/http://ikhwansyria.com/2017/09/%d9%85%d8%ad%d8%a7%d9%81%d8%b8%d8%a9-%d8%af%d9%8a%d8%b1-%d8%a7%d9%84%d8%b2%d9%88%d8%b1-%d8%aa%d9%8f%d8%a8%d8%a7%d8%af-%d9%88%d8%a7%d9%84%d8%b5%d9%85%d8%aa-%d9%8a%d9%84%d9%81-%d8%a7%d9%84%d8%ac%d9%85/
170922 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,9,22,,200421,https://web.archive.org/web/20171201163046/http://ikhwansyria.com/2017/09/%D8%AC%D9%85%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-%D8%AA%D9%86%D8%B9%D9%89-%D8%A7-5/
170925 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,9,25,,200421,https://web.archive.org/web/20171128164328/http://ikhwansyria.com/2017/09/%d8%aa%d8%b5%d8%b9%d9%8a%d8%af-%d8%af%d9%85%d9%88%d9%8a-%d8%aa%d8%ad%d8%aa-%d9%85%d8%b8%d9%84%d8%a9-%d8%a7%d8%aa%d9%81%d8%a7%d9%82%d9%8a%d8%a7%d8%aa-%d8%ae%d9%81%d8%b6-%d8%a7%d9%84%d8%aa%d9%88%d8%aa/
171002 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,10,2,,200421,https://web.archive.org/web/20171128164320/http://ikhwansyria.com/2017/10/%d8%aa%d8%b9%d9%84%d9%8a%d9%82%d8%a7%d9%8b-%d8%b9%d9%84%d9%89-%d9%85%d8%a7-%d8%aa%d8%af%d8%a7%d9%88%d9%84%d8%aa%d9%87-%d8%a8%d8%b9%d8%b6-%d9%88%d8%b3%d8%a7%d8%a6%d9%84-%d8%a7%d9%84%d8%a5%d8%b9%d9%84/
171007 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,10,7,,200421,https://web.archive.org/web/20171205022239/http://ikhwansyria.com/2017/10/%D8%A8%D9%8A%D8%A7%D9%86-%D9%85%D8%AC%D9%84%D8%B3-%D8%B4%D9%88%D8%B1%D9%89-%D8%AC%D9%85%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86/
171103 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,11,3,,200421,https://web.archive.org/web/20171128164137/http://ikhwansyria.com/2017/11/%d9%85%d8%a4%d8%aa%d9%85%d8%b1-%d8%b3%d9%88%d8%aa%d8%b4%d9%8a-%d8%aa%d8%ad%d8%aa-%d8%b1%d8%b9%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%a7%d8%ad%d8%aa%d9%84%d8%a7%d9%84-%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a/
171120 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,11,20,,200421,https://web.archive.org/web/20171208101959/http://ikhwansyria.com/2017/11/%d8%a7%d9%84%d9%85%d9%88%d9%82%d9%81-%d9%85%d9%86-%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9-%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d8%b1%d8%b6%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%e2%80%8f/
171227 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,12,27,,200421,https://web.archive.org/web/20180710200411/https://ikhwansyria.com/%D8%A7%D9%84%D8%B1%D9%88%D8%B3-%D9%85%D8%AD%D8%AA%D9%84%D9%88%D9%86-%D9%88%D9%84%D9%8A%D8%B3%D9%88%D8%A7-%D9%88%D8%B3%D8%B7%D8%A7%D8%A1-%D9%88%D8%B3%D9%88%D8%AA%D8%B4%D9%8A-%D9%84%D9%8A%D8%B3%D8%AA/
171229 SMB,,Statement,Syrian Muslim Brotherhood,SMB,17,12,29,,200421,https://web.archive.org/web/20180710201549/https://ikhwansyria.com/%D8%AA%D9%88%D8%B6%D9%8A%D8%AD-%D9%84%D9%88%D8%B3%D8%A7%D8%A6%D9%84-%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85/
180124 SMB,,Statement,Syrian Muslim Brotherhood,SMB,18,1,24,,200421,https://web.archive.org/web/20180710193640/https://ikhwansyria.com/%D8%A7%D9%84%D9%85%D9%88%D9%82%D9%81-%D9%85%D9%86-%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%BA%D8%B5%D9%86-%D8%A7%D9%84%D8%B2%D9%8A%D8%AA%D9%88%D9%86-%D8%A7%D9%84%D8%AC%D8%A7%D8%B1%D9%8A/
